depth,age_ka,mcd,CaCO3,MAR,label
263.22,4146.2,295.05,0.9,0.05,"145-882A-28H-5,140-144"
263.52,4148.9,295.35,0.2,0.01,"145-882A-28H-6,20-24"
263.82,4151.7,295.65,0.5,0.02,"145-882A-28H-6,50-54"
264.12,4154.4,295.95,0.9,0.05,"145-882A-28H-6,80-84"
264.22,4155.3,296.05,0.1,0,"145-882A-28H-6,90-91"
264.36,4156.6,296.19,0.3,0.01,"145-882A-28H-6,104-108"
264.72,4159.9,296.55,1.8,0.08,"145-882A-28H-6,140-144"
265.02,4162.7,296.85,1.4,0.07,"145-882A-28H-7,20-24"
265.32,4165.4,297.15,0.5,0.02,"145-882A-28H-7,50-54"
265.52,4167.3,297.35,0,0,"145-882A-29H-1,20-24"
265.82,4170,297.65,0.4,0.02,"145-882A-29H-1,50-54"
266.12,4172.8,297.95,0.5,0.02,"145-882A-29H-1,80-84"
266.36,4175,298.19,2.7,0.15,"145-882A-29H-1,104-108"
266.43,4175.6,298.26,3.1,0.16,"145-882A-29H-1,113-114"
266.72,4178.3,298.55,1.4,0.07,"145-882A-29H-1,140-144"
267.02,4181.3,298.85,3,0.12,"145-882A-29H-2,20-24"
267.32,4184.7,299.15,4.4,0.18,"145-882A-29H-2,50-54"
267.62,4188.2,299.45,1.2,0.05,"145-882A-29H-2,80-84"
267.86,4191,299.69,0.9,0.03,"145-882A-29H-2,104-108"
268.22,4195.2,300.05,2.1,0.08,"145-882A-29H-2,140-144"
268.52,4198.6,300.35,0.4,0.02,"145-882A-29H-3,20-24"
268.82,4202.1,300.65,7.5,0.26,"145-882A-29H-3,50-54"
269.12,4205.6,300.95,2.1,0.08,"145-882A-29H-3,80-84"
269.36,4208.4,301.19,0.1,0,"145-882A-29H-3,104-108"
269.43,4209.2,301.26,0,0,"145-882A-29H-3,113-114"
269.72,4212.5,301.55,0.1,0,"145-882A-29H-3,140-144"
270.02,4216,301.85,0.1,0,"145-882A-29H-4,20-24"
270.32,4219.5,302.15,0.9,0.04,"145-882A-29H-4,50-54"
270.62,4222.9,302.45,3.3,0.14,"145-882A-29H-4,80-84"
270.86,4225.7,302.69,8.1,0.35,"145-882A-29H-4,104-108"
271.22,4229.9,303.05,1.8,0.08,"145-882A-29H-4,140-144"
271.52,4233.3,303.35,2.4,0.09,"145-882A-29H-5,20-24"
271.82,4236.8,303.65,0.4,0.01,"145-882A-29H-5,50-54"
272.12,4240.3,303.95,3.6,0.15,"145-882A-29H-5,80-84"
272.36,4243.1,304.19,2.1,0.09,"145-882A-29H-5,104-108"
272.43,4243.9,304.26,7,0.32,"145-882A-29H-5,113-114"
272.72,4247.2,304.55,2.4,0.1,"145-882A-29H-5,140-144"
273.02,4250.7,304.85,1.2,0.05,"145-882A-29H-6,20-24"
273.32,4254.2,305.15,0.8,0.03,"145-882A-29H-6,50-54"
273.62,4257.6,305.45,5.8,0.27,"145-882A-29H-6,80-84"
273.86,4260.4,305.69,3.6,0.13,"145-882A-29H-6,104-108"
274.22,4264.6,306.05,4.8,0.18,"145-882A-29H-6,140-144"
274.52,4268.1,306.35,7.1,0.27,"145-882A-29H-7,20-24"
274.82,4271.5,306.65,2.4,0.09,"145-882A-29H-7,50-54"
276.52,4291.2,308.35,5.6,0.19,"145-882A-30H-2,20-24"
278.02,4308.6,309.85,12.9,0.48,"145-882A-30H-3,20-24"
278.32,4312,310.15,11.9,0.37,"145-882A-30H-3,50-54"
278.62,4315.5,310.45,8.5,0.31,"145-882A-30H-3,80-84"
278.86,4318.3,310.69,5.1,0.19,"145-882A-30H-3,104-108"
278.95,4319.3,310.78,4.5,0.2,"145-882A-30H-3,115-116"
279.22,4321.5,311.05,1.7,0.09,"145-882A-30H-3,140-144"
279.52,4323.6,311.35,1.8,0.1,"145-882A-30H-4,20-24"
279.82,4325.7,311.65,0.6,0.04,"145-882A-30H-4,50-54"
280.12,4327.8,311.95,0.5,0.02,"145-882A-30H-4,80-84"
280.36,4329.5,312.19,1.1,0.07,"145-882A-30H-4,104-108"
280.72,4332,312.55,2.3,0.13,"145-882A-30H-4,140-144"
281.02,4334.1,312.85,5.4,0.31,"145-882A-30H-5,20-24"
281.32,4336.2,313.15,1.5,0.1,"145-882A-30H-5,50-54"
281.62,4338.3,313.45,0.7,0.05,"145-882A-30H-5,80-84"
281.86,4340,313.69,0.6,0.03,"145-882A-30H-5,104-108"
281.92,4340.4,313.75,0,0,"145-882A-30H-5,112-113"
282.22,4342.5,314.05,0.3,0.02,"145-882A-30H-5,140-144"
282.52,4344.6,314.35,0.1,0.01,"145-882A-30H-6,20-24"
282.82,4346.7,314.65,0.1,0.01,"145-882A-30H-6,50-54"
283.22,4349.5,315.05,6,0.41,"145-882A-30H-7,20-24"
283.52,4351.6,315.35,5.1,0.34,"145-882A-30H-7,50-54"
283.82,4353.7,315.65,3.6,0.21,"145-882A-30H-7,80-84"
284.52,4358.6,316.35,0.3,0.02,"145-882A-31H-1,20-24"
284.82,4360.7,316.65,0.3,0.02,"145-882A-31H-1,50-54"
285.12,4362.8,316.95,0.8,0.04,"145-882A-31H-1,80-84"
285.36,4364.5,317.19,0.7,0.04,"145-882A-31H-1,104-108"
285.42,4364.9,317.25,1.6,0.09,"145-882A-31H-1,112-113"
285.72,4367,317.55,0.6,0.04,"145-882A-31H-1,140-144"
286.02,4369.1,317.85,0.4,0.02,"145-882A-31H-2,20-24"
286.32,4371.2,318.15,4.1,0.26,"145-882A-31H-2,50-54"
286.62,4373.3,318.45,1.6,0.11,"145-882A-31H-2,80-84"
286.86,4375,318.69,0.6,0.03,"145-882A-31H-2,104-108"
287.22,4377.6,319.05,2.7,0.17,"145-882A-31H-2,140-144"
287.52,4379.7,319.35,1.2,0.06,"145-882A-31H-3,20-24"
287.82,4381.8,319.65,1.2,0.07,"145-882A-31H-3,50-54"
288.12,4383.9,319.95,0.3,0.02,"145-882A-31H-3,80-84"
288.36,4385.5,320.19,1.3,0.07,"145-882A-31H-3,104-108"
288.42,4386,320.25,3.2,0.18,"145-882A-31H-3,112-113"
288.72,4388.1,320.55,3.7,0.22,"145-882A-31H-3,140-144"
289.02,4390.2,320.85,5.6,0.37,"145-882A-31H-4,20-24"
289.32,4392.3,321.15,2.3,0.16,"145-882A-31H-4,50-54"
289.62,4394.4,321.45,3.9,0.28,"145-882A-31H-4,80-84"
289.86,4396.1,321.69,1.8,0.1,"145-882A-31H-4,104-108"
290.22,4398.6,322.05,0.8,0.05,"145-882A-31H-4,140-144"
290.52,4400.7,322.35,2.5,0.16,"145-882A-31H-5,20-24"
290.82,4402.8,322.65,0.8,0.05,"145-882A-31H-5,50-54"
291.12,4404.9,322.95,0.3,0.01,"145-882A-31H-5,80-84"
291.36,4406.6,323.19,0.3,0.02,"145-882A-31H-5,104-108"
291.42,4407,323.25,0,0,"145-882A-31H-5,112-113"
291.72,4409.1,323.55,0.1,0.01,"145-882A-31H-5,140-144"
292.02,4411.2,323.85,0.1,0.01,"145-882A-31H-6,20-24"
292.32,4413.3,324.15,0.1,0.01,"145-882A-31H-6,50-54"
292.62,4415.4,324.45,0.2,0.01,"145-882A-31H-6,80-84"
292.86,4417.1,324.69,0.9,0.05,"145-882A-31H-6,104-108"
293.22,4419.6,325.05,0.1,0,"145-882A-31H-6,140-144"
293.52,4421.7,325.35,4.7,0.25,"145-882A-31H-7,20-24"
293.74,4423.3,325.57,0.9,0.06,"145-882A-31H-7,42-46"
294.02,4425.2,325.85,1.9,0.1,"145-882A-32H-1,20-24"
294.32,4427.3,326.15,0.4,0.03,"145-882A-32H-1,50-54"
294.62,4429.4,326.45,0.1,0,"145-882A-32H-1,80-84"
294.86,4431.1,326.69,0.3,0.01,"145-882A-32H-1,104-108"
294.92,4431.5,326.75,1.7,0.09,"145-882A-32H-1,112-113"
295.22,4433.6,327.05,0.6,0.03,"145-882A-32H-1,140-144"
295.52,4435.7,327.35,0.1,0,"145-882A-32H-2,20-24"
295.82,4437.8,327.65,0.2,0.01,"145-882A-32H-2,50-54"
296.12,4439.9,327.95,0.1,0.01,"145-882A-32H-2,80-84"
296.36,4441.6,328.19,0.1,0.01,"145-882A-32H-2,104-108"
296.72,4444.1,328.55,0.1,0,"145-882A-32H-2,140-144"
297.02,4446.3,328.85,0.1,0,"145-882A-32H-3,20-24"
297.32,4448.4,329.15,0.1,0.01,"145-882A-32H-3,50-54"
297.62,4450.5,329.45,0.2,0.01,"145-882A-32H-3,80-84"
297.86,4452.1,329.69,0.1,0.01,"145-882A-32H-3,104-108"
297.91,4452.5,329.74,0,0,"145-882A-32H-3,111-112"
298.22,4454.7,330.05,0.1,0.01,"145-882A-32H-3,140-144"
298.52,4456.8,330.35,0.4,0.02,"145-882A-32H-4,20-24"
298.82,4458.9,330.65,1.9,0.12,"145-882A-32H-4,50-54"
299.12,4461,330.95,3.8,0.22,"145-882A-32H-4,80-84"
299.36,4462.7,331.19,2,0.1,"145-882A-32H-4,104-108"
299.72,4465.2,331.55,3.5,0.22,"145-882A-32H-4,140-144"
300.02,4467.3,331.85,0.2,0.01,"145-882A-32H-5,20-24"
300.32,4469.4,332.15,0.2,0.01,"145-882A-32H-5,50-54"
300.62,4471.5,332.45,0.3,0.02,"145-882A-32H-5,80-84"
300.86,4473.2,332.69,0.1,0.01,"145-882A-32H-5,104-108"
300.92,4473.6,332.75,0,0,"145-882A-32H-5,112-113"
301.22,4475.7,333.05,0.1,0.01,"145-882A-32H-5,140-144"
301.52,4477.8,333.35,0,0,"145-882A-32H-6,20-24"
301.82,4480.2,333.65,0.1,0,"145-882A-32H-6,50-54"
302.12,4482.7,333.95,0.1,0.01,"145-882A-32H-6,80-84"
302.36,4484.7,334.19,0.1,0,"145-882A-32H-6,104-108"
302.72,4487.6,334.55,0.1,0,"145-882A-32H-6,140-144"
303.02,4490.1,334.85,0.1,0,"145-882A-32H-7,20-24"
303.32,4492.6,335.15,0.2,0.01,"145-882A-32H-7,50-54"
303.52,4494.2,335.35,0.1,0,"145-882A-33H-1,20-24"
303.84,4496.9,335.67,0.5,0.02,"145-882A-33H-1,52-56"
304.12,4499.2,335.95,0.2,0.01,"145-882A-33H-1,80-84"
304.36,4501.1,336.19,0.8,0.04,"145-882A-33H-1,104-108"
304.41,4501.6,336.24,0,0,"145-882A-33H-1,111-112"
304.72,4504.1,336.55,0.4,0.02,"145-882A-33H-1,140-144"
305.02,4506.6,336.85,0.5,0.03,"145-882A-33H-2,20-24"
305.32,4509.1,337.15,0.3,0.01,"145-882A-33H-2,50-54"
305.62,4511.5,337.45,0.2,0.01,"145-882A-33H-2,80-84"
305.86,4513.5,337.69,0.7,0.04,"145-882A-33H-2,104-108"
306.22,4516.5,338.05,0.1,0,"145-882A-33H-2,140-144"
306.52,4518.9,338.35,0.1,0,"145-882A-33H-3,20-24"
306.82,4521.4,338.65,0.1,0,"145-882A-33H-3,50-54"
307.12,4523.9,338.95,0.1,0,"145-882A-33H-3,80-84"
307.36,4525.9,339.19,0.1,0,"145-882A-33H-3,104-108"
307.41,4526.3,339.24,0,0,"145-882A-33H-3,111-112"
307.72,4528.8,339.55,0.1,0.01,"145-882A-33H-3,140-144"
308.02,4531.3,339.85,0.2,0.01,"145-882A-33H-4,20-24"
308.32,4533.8,340.15,0.1,0,"145-882A-33H-4,50-54"
308.62,4536.2,340.45,0.3,0.01,"145-882A-33H-4,80-84"
308.86,4538.2,340.69,0.3,0.01,"145-882A-33H-4,104-108"
309.22,4541.2,341.05,1,0.04,"145-882A-33H-4,140-144"
309.52,4543.6,341.35,0.3,0.01,"145-882A-33H-5,20-24"
309.82,4546.1,341.65,0.7,0.04,"145-882A-33H-5,50-54"
310.12,4548.6,341.95,1.9,0.11,"145-882A-33H-5,80-84"
310.36,4550.6,342.19,1,0.06,"145-882A-33H-5,104-108"
310.41,4551,342.24,2,0.11,"145-882A-33H-5,111-112"
310.72,4553.5,342.55,0.3,0.02,"145-882A-33H-5,140-144"
311.02,4556,342.85,0.8,0.05,"145-882A-33H-6,20-24"
311.32,4558.5,343.15,0.1,0.01,"145-882A-33H-6,50-54"
311.62,4560.9,343.45,0.2,0.01,"145-882A-33H-6,80-84"
311.86,4562.9,343.69,0.1,0,"145-882A-33H-6,104-108"
312.22,4565.9,344.05,0.1,0,"145-882A-33H-6,140-144"
313.02,4572.5,344.85,0.1,0.01,"145-882A-34H-1,20-24"
313.32,4574.9,345.15,1.5,0.08,"145-882A-34H-1,50-54"
313.62,4577.4,345.45,0.2,0.01,"145-882A-34H-1,80-84"
313.86,4579.4,345.69,0.3,0.01,"145-882A-34H-1,104-108"
313.92,4579.9,345.75,1,0.05,"145-882A-34H-1,112-113"
314.52,4584.8,346.35,0.5,0.02,"145-882A-34H-2,20-24"
314.82,4587.3,346.65,0.1,0,"145-882A-34H-2,50-54"
315.07,4589.3,346.9,0.1,0,"145-882A-34H-2,75-77"
315.12,4589.8,346.95,0.1,0,"145-882A-34H-2,80-84"
315.36,4591.7,347.19,0.1,0.01,"145-882A-34H-2,104-108"
315.72,4594.7,347.55,0,0,"145-882A-34H-2,140-144"
316.02,4597.2,347.85,0.2,0.01,"145-882A-34H-3,20-24"
316.32,4599.6,348.15,0.6,0.04,"145-882A-34H-3,50-54"
316.57,4601.7,348.4,0.1,0,"145-882A-34H-3,75-77"
316.62,4602.1,348.45,0.9,0.05,"145-882A-34H-3,80-84"
316.86,4604.2,348.69,0.8,0.04,"145-882A-34H-3,104-108"
316.92,4605,348.75,0,0,"145-882A-34H-3,112-113"
317.22,4609.5,349.05,0.1,0,"145-882A-34H-3,140-144"
317.52,4614,349.35,0.4,0.01,"145-882A-34H-4,20-24"
317.82,4618.4,349.65,0.1,0,"145-882A-34H-4,50-54"
318.12,4622.9,349.95,1.4,0.05,"145-882A-34H-4,80-84"
318.36,4626.5,350.19,0.1,0,"145-882A-34H-4,104-108"
318.72,4631.8,350.55,0.1,0,"145-882A-34H-4,140-144"
319.02,4636.3,350.85,0.1,0,"145-882A-34H-5,20-24"
319.32,4640.8,351.15,0.1,0,"145-882A-34H-5,50-54"
319.62,4645.2,351.45,0.1,0,"145-882A-34H-5,80-84"
319.92,4649.7,351.75,0,0,"145-882A-34H-5,112-113"
320.22,4654.2,352.05,0.1,0,"145-882A-34H-5,140-144"
320.52,4658.6,352.35,0.1,0,"145-882A-34H-6,20-24"
320.82,4663.1,352.65,0.1,0,"145-882A-34H-6,50-54"
321.12,4667.6,352.95,0.3,0.01,"145-882A-34H-6,80-84"
321.36,4671.2,353.19,0.2,0.01,"145-882A-34H-6,104-108"
321.72,4676.5,353.55,0.1,0,"145-882A-34H-6,140-144"
322.02,4681,353.85,0.1,0,"145-882A-34H-7,20-24"
322.32,4685.4,354.15,0.2,0,"145-882A-34H-7,50-54"
322.52,4688.4,354.35,0.2,0.01,"145-882A-35H-1,20-24"
322.82,4692.9,354.65,0.1,0,"145-882A-35H-1,50-54"
323.12,4697.4,354.95,1,0.03,"145-882A-35H-1,80-84"
323.36,4700.9,355.19,0.2,0.01,"145-882A-35H-1,104-108"
323.41,4701.7,355.24,0,0,"145-882A-35H-1,111-112"
323.72,4706.3,355.55,0.1,0,"145-882A-35H-1,140-144"
324.02,4710.8,355.85,0.1,0,"145-882A-35H-2,20-24"
324.32,4715.2,356.15,0.1,0,"145-882A-35H-2,50-54"
324.62,4719.7,356.45,0.1,0,"145-882A-35H-2,80-84"
324.86,4723.3,356.69,0.6,0.02,"145-882A-35H-2,104-108"
325.22,4728.6,357.05,1.9,0.05,"145-882A-35H-2,140-144"
325.52,4733.1,357.35,0.1,0,"145-882A-35H-3,20-24"
325.82,4737.6,357.65,0.1,0,"145-882A-35H-3,50-54"
326.36,4745.6,358.19,0.7,0.02,"145-882A-35H-3,104-108"
326.41,4746.3,358.24,1.2,0.04,"145-882A-35H-3,111-112"
326.72,4751,358.55,0.2,0,"145-882A-35H-3,140-144"
327.02,4755.4,358.85,0,0,"145-882A-35H-4,20-24"
327.32,4759.9,359.15,1.9,0.06,"145-882A-35H-4,50-54"
327.62,4764.4,359.45,0,0,"145-882A-35H-4,80-84"
327.86,4767.9,359.69,0.3,0.01,"145-882A-35H-4,104-108"
328.22,4773.3,360.05,0.2,0.01,"145-882A-35H-4,140-144"
328.52,4777.8,360.35,0.1,0,"145-882A-35H-5,20-24"
328.82,4782.2,360.65,1.7,0.06,"145-882A-35H-5,50-54"
329.12,4786.5,360.95,1.7,0.05,"145-882A-35H-5,80-84"
329.36,4789.8,361.19,3.1,0.11,"145-882A-35H-5,104-108"
329.41,4790.5,361.24,2.2,0.07,"145-882A-35H-5,111-112"
329.72,4794.8,361.55,0,0,"145-882A-35H-5,140-144"
330.02,4799,361.85,1.2,0.04,"145-882A-35H-6,20-24"
330.32,4803.2,362.15,0.3,0.01,"145-882A-35H-6,50-54"
330.62,4807.3,362.45,1,0.04,"145-882A-35H-6,80-84"
330.86,4810.7,362.69,1.1,0.04,"145-882A-35H-6,104-108"
331.22,4815.7,363.05,4.6,0.15,"145-882A-35H-6,140-144"
331.52,4819.8,363.35,8.4,0.32,"145-882A-35H-7,20-24"
331.82,4824,363.65,12.8,0.41,"145-882A-35H-7,50-54"
332.02,4826.8,363.85,0.3,0.01,"145-882A-36H-1,20-24"
332.32,4831,364.15,0.7,0.02,"145-882A-36H-1,50-54"
332.62,4835.1,364.45,0.2,0.01,"145-882A-36H-1,80-84"
332.86,4838.5,364.69,0.3,0.01,"145-882A-36H-1,104-108"
332.92,4839.3,364.75,1.2,0.03,"145-882A-36H-1,112-113"
333.22,4843.5,365.05,0.4,0.01,"145-882A-36H-1,140-144"
333.52,4847.6,365.35,3,0.1,"145-882A-36H-2,20-24"
333.82,4851.8,365.65,6.1,0.22,"145-882A-36H-2,50-54"
334.12,4856,365.95,10.6,0.37,"145-882A-36H-2,80-84"
334.36,4859.3,366.19,3.9,0.13,"145-882A-36H-2,104-108"
334.72,4864.3,366.55,6,0.22,"145-882A-36H-2,140-144"
335.02,4868.5,366.85,2.6,0.1,"145-882A-36H-3,20-24"
335.32,4872.6,367.15,4.4,0.16,"145-882A-36H-3,50-54"
335.62,4876.8,367.45,4.5,0.17,"145-882A-36H-3,80-84"
335.86,4880.2,367.69,0.3,0.01,"145-882A-36H-3,104-108"
335.92,4881.1,367.75,1.7,0.05,"145-882A-36H-3,112-113"
336.22,4886,368.05,2.4,0.08,"145-882A-36H-3,140-144"
336.52,4890.8,368.35,0.7,0.02,"145-882A-36H-4,20-24"
336.82,4895.6,368.65,0.1,0,"145-882A-36H-4,50-54"
337.12,4900.4,368.95,2.4,0.07,"145-882A-36H-4,80-84"
337.36,4904.3,369.19,2.1,0.06,"145-882A-36H-4,104-108"
337.72,4910.1,369.55,1.4,0.05,"145-882A-36H-4,140-144"
338.02,4914.9,369.85,0.3,0.01,"145-882A-36H-5,20-24"
338.32,4919.8,370.15,15.8,0.56,"145-882A-36H-5,50-54"
338.62,4924.6,370.45,8.3,0.27,"145-882A-36H-5,80-84"
338.86,4928.5,370.69,4.8,0.13,"145-882A-36H-5,104-108"
338.92,4929.4,370.75,5.2,0.15,"145-882A-36H-5,112-113"
339.22,4934.3,371.05,1.7,0.05,"145-882A-36H-5,140-144"
339.52,4939.1,371.35,3.8,0.13,"145-882A-36H-6,20-24"
339.82,4943.9,371.65,5.9,0.21,"145-882A-36H-6,50-54"
340.12,4948.7,371.95,22.9,0.85,"145-882A-36H-6,80-84"
340.36,4952.6,372.19,30,1.12,"145-882A-36H-6,104-108"
340.72,4958.4,372.55,39.7,1.72,"145-882A-36H-6,140-144"
341.02,4963.2,372.85,23.9,0.94,"145-882A-36H-7,20-24"
341.32,4968.1,373.15,38.6,0.87,"145-882A-36H-7,50-54"
341.52,4971.3,373.35,2.1,0.06,"145-882A-37H-1,20-24"
341.81,4975.9,373.64,11.1,0.36,"145-882A-37H-1,49-53"
342.12,4981,373.95,0.9,0.02,"145-882A-37H-1,80-84"
342.35,4984.8,374.18,5.5,0.15,"145-882A-37H-1,103-107"
342.42,4986,374.25,9.7,0.29,"145-882A-37H-1,112-113"
342.72,4991,374.55,4.1,0.13,"145-882A-37H-1,140-144"
343.31,5000.8,375.14,10.3,0.36,"145-882A-37H-2,49-53"
343.61,5005.8,375.44,24.6,0.83,"145-882A-37H-2,79-83"
343.86,5010,375.69,13.8,0.41,"145-882A-37H-2,104-108"
344.22,5016,376.05,28.8,1.02,"145-882A-37H-2,140-144"
344.52,5021,376.35,36.8,1.47,"145-882A-37H-3,20-24"
344.81,5025.8,376.64,24.6,0.96,"145-882A-37H-3,49-53"
345.11,5030.8,376.94,13.9,0.42,"145-882A-37H-3,79-83"
345.36,5035,377.19,6.9,0.23,"145-882A-37H-3,104-108"
345.42,5036,377.25,2.3,0.07,"145-882A-37H-3,112-113"
345.72,5041,377.55,1.7,0.04,"145-882A-37H-3,140-144"
346.02,5046,377.85,22.6,0.83,"145-882A-37H-4,20-24"
346.31,5050.8,378.14,29.4,1.12,"145-882A-37H-4,49-53"
346.61,5055.8,378.44,35,1.29,"145-882A-37H-4,79-83"
346.86,5060,378.69,50.3,2.24,"145-882A-37H-4,104-108"
347.22,5065.9,379.05,51.9,2.35,"145-882A-37H-4,140-144"
347.52,5070.9,379.35,45.5,1.68,"145-882A-37H-5,20-24"
347.81,5075.8,379.64,8.9,0.33,"145-882A-37H-5,49-53"
348.12,5080.9,379.95,1.4,0.05,"145-882A-37H-5,80-84"
348.36,5084.9,380.19,42.3,1.56,"145-882A-37H-5,104-108"
348.42,5085.9,380.25,11,0.41,"145-882A-37H-5,112-113"
348.72,5090.9,380.55,14,0.52,"145-882A-37H-5,140-144"
349.02,5095.9,380.85,44.7,1.65,"145-882A-37H-6,20-24"
349.38,5101.9,381.21,45.2,1.67,"145-882A-37H-6,56-60"
349.62,5105.9,381.45,44.8,1.65,"145-882A-37H-6,80-84"
350.22,5115.9,382.05,37.4,1.38,"145-882A-37H-6,140-144"
350.55,5121.4,382.38,45,1.66,"145-882A-37H-7,23-27"
351.02,5129.2,382.85,45.7,1.73,"145-882A-38H-1,20-24"
351.32,5134.2,383.15,41.8,1.58,"145-882A-38H-1,50-54"
351.62,5139.2,383.45,46.5,1.88,"145-882A-38H-1,80-84"
351.86,5143.2,383.69,25.7,0.95,"145-882A-38H-1,104-108"
351.93,5144.4,383.76,22.6,0.72,"145-882A-38H-1,113-114"
352.22,5149.2,384.05,9,0.3,"145-882A-38H-1,140-144"
352.52,5154.2,384.35,0.2,0.01,"145-882A-38H-2,20-24"
352.82,5159.2,384.65,1.3,0.04,"145-882A-38H-2,50-54"
353.12,5164.2,384.95,6,0.18,"145-882A-38H-2,80-84"
353.36,5168.2,385.19,2.8,0.08,"145-882A-38H-2,104-108"
353.72,5174.2,385.55,0.3,0.01,"145-882A-38H-2,140-144"
354.04,5179.5,385.87,0.6,0.02,"145-882A-38H-3,22-26"
354.32,5184.2,386.15,0.8,0.02,"145-882A-38H-3,50-54"
354.62,5189.2,386.45,0.5,0.01,"145-882A-38H-3,80-84"
354.86,5193.2,386.69,0.3,0.01,"145-882A-38H-3,104-108"
354.93,5194.4,386.76,0,0,"145-882A-38H-3,113-114"
355.22,5199.2,387.05,0.1,0,"145-882A-38H-3,140-144"
355.52,5204.2,387.35,0.1,0,"145-882A-38H-4,20-24"
355.82,5209.2,387.65,0.2,0,"145-882A-38H-4,50-54"
356.13,5214.3,387.96,0.1,0,"145-882A-38H-4,81-85"
356.36,5218.2,388.19,0.3,0.01,"145-882A-38H-4,104-108"
356.72,5224.2,388.55,0.1,0,"145-882A-38H-4,140-144"
357.02,5229.2,388.85,0.2,0,"145-882A-38H-5,20-24"
357.32,5234.2,389.15,0.2,0.01,"145-882A-38H-5,50-54"
357.62,5239.2,389.45,0.1,0,"145-882A-38H-5,80-84"
357.86,5243.2,389.69,0.3,0.01,"145-882A-38H-5,104-108"
357.93,5244.3,389.76,0,0,"145-882A-38H-5,113-114"
358.22,5249.2,390.05,0.1,0,"145-882A-38H-5,140-144"
358.52,5254.2,390.35,0.1,0,"145-882A-38H-6,20-24"
358.82,5259.2,390.65,1.2,0.04,"145-882A-38H-6,50-54"
359.12,5264.2,390.95,1.7,0.05,"145-882A-38H-6,80-84"
359.36,5268.2,391.19,0.3,0.01,"145-882A-38H-6,104-108"
359.72,5274.2,391.55,0.7,0.02,"145-882A-38H-6,140-144"
360.02,5279.2,391.85,2.2,0.07,"145-882A-38H-7,20-24"
360.82,5292.5,392.65,12.4,0.37,"145-882A-39H-1,50-54"
361.12,5297.5,392.95,14,0.44,"145-882A-39H-1,80-84"
361.36,5301.5,393.19,21.1,0.63,"145-882A-39H-1,104-108"
361.43,5302.7,393.26,23.4,0.76,"145-882A-39H-1,113-114"
361.72,5307.5,393.55,15.7,0.42,"145-882A-39H-1,140-144"
362.02,5312.5,393.85,12,0.36,"145-882A-39H-2,20-24"
362.32,5317.5,394.15,2.9,0.1,"145-882A-39H-2,50-54"
362.62,5322.5,394.45,0.2,0,"145-882A-39H-2,80-84"
362.86,5326.5,394.69,0.1,0,"145-882A-39H-2,104-108"
363.22,5332.5,395.05,0.2,0,"145-882A-39H-2,140-144"
363.52,5337.5,395.35,0.1,0,"145-882A-39H-3,20-24"
363.82,5342.5,395.65,0.5,0.01,"145-882A-39H-3,50-54"
364.12,5347.6,395.95,0.2,0,"145-882A-39H-3,80-84"
364.36,5351.6,396.19,0.1,0,"145-882A-39H-3,104-108"
364.43,5352.7,396.26,0,0,"145-882A-39H-3,113-114"
364.72,5357.6,396.55,0.2,0.01,"145-882A-39H-3,140-144"
365.02,5362.6,396.85,0.3,0.01,"145-882A-39H-4,20-24"
365.32,5367.6,397.15,0,0,"145-882A-39H-4,50-54"
365.62,5372.6,397.45,0.1,0,"145-882A-39H-4,80-84"
365.86,5376.6,397.69,0.6,0.02,"145-882A-39H-4,104-108"
366.22,5382.6,398.05,1.3,0.04,"145-882A-39H-4,140-144"
366.52,5387.6,398.35,3.3,0.09,"145-882A-39H-5,20-24"
366.82,5392.6,398.65,2,0.05,"145-882A-39H-5,50-54"
367.12,5397.6,398.95,0.2,0.01,"145-882A-39H-5,80-84"
367.36,5401.6,399.19,1.6,0.04,"145-882A-39H-5,104-108"
367.43,5402.7,399.26,1,0.03,"145-882A-39H-5,113-114"
367.72,5407.6,399.55,0.5,0.01,"145-882A-39H-5,140-144"
368.02,5412.6,399.85,2.5,0.07,"145-882A-39H-6,20-24"
368.76,5424.9,400.59,9.5,0.3,"145-882A-39H-7,50-54"
370.01,5445.8,401.84,8.7,0.31,"145-882A-40H-1,19-23"
370.32,5450.9,402.15,0.1,0,"145-882A-40H-1,50-54"
370.62,5455.9,402.45,0,0,"145-882A-40H-1,80-84"
370.85,5459.8,402.68,0.6,0.02,"145-882A-40H-1,103-107"
370.92,5460.9,402.75,10.2,0.34,"145-882A-40H-1,112-113"
371.22,5465.9,403.05,22.6,0.74,"145-882A-40H-1,140-144"
371.26,5466.6,403.09,0.1,0,"145-882A-40H-1,144-146"
371.51,5470.8,403.34,2.1,0.06,"145-882A-40H-2,19-23"
371.82,5475.9,403.65,1.5,0.05,"145-882A-40H-2,50-54"
372.12,5480.9,403.95,3.7,0.12,"145-882A-40H-2,80-84"
372.35,5484.8,404.18,6.9,0.23,"145-882A-40H-2,103-107"
372.72,5490.9,404.55,1.5,0.04,"145-882A-40H-2,140-144"
373.01,5495.8,404.84,0.2,0.01,"145-882A-40H-3,19-23"
373.32,5500.9,405.15,2.6,0.08,"145-882A-40H-3,50-54"
373.62,5505.9,405.45,2.4,0.07,"145-882A-40H-3,80-84"
373.85,5509.8,405.68,8.8,0.25,"145-882A-40H-3,103-107"
373.92,5510.9,405.75,8.8,0.25,"145-882A-40H-3,112-113"
