,Exp,Site,Hole,Core,Type,Sect,A/W,Top offset (cm),Bottom offset (cm),Top depth CSF-A (m),Bottom depth CSF-A (m),Top depth CSF-B (m),Bottom depth CSF-B (m),Length (cm),Volume (cm3),Request number,Sample name,Location,Comments,Label identifier,age_ka
163,198,1209,A,5,H,6,W,40,42,44.6,44.62,44.273,44.292,2,10,75098IODP,FORD,GCR,,198-1209A-5H-6-W 40/42-FORD,2907.12
164,198,1209,B,6,H,1,W,130,132,44.4,44.42,44.319,44.338,2,10,75098IODP,FORD,GCR,,198-1209B-6H-1-W 130/132-FORD,2908.978
165,198,1209,A,5,H,6,W,52,54,44.72,44.74,44.388,44.407,2,10,75098IODP,FORD,GCR,,198-1209A-5H-6-W 52/54-FORD,2911.876
166,198,1209,B,6,H,1,W,142,144,44.52,44.54,44.432,44.451,2,10,75098IODP,FORD,GCR,,198-1209B-6H-1-W 142/144-FORD,2913.6360000000004
167,198,1209,A,5,H,6,W,62,64,44.82,44.84,44.484,44.503,2,10,75098IODP,FORD,GCR,,198-1209A-5H-6-W 62/64-FORD,2915.612
168,198,1209,B,6,H,2,W,2,4,44.62,44.64,44.526,44.544,2,10,75098IODP,FORD,GCR,,198-1209B-6H-2-W 2/4-FORD,2917.304
169,198,1209,A,5,H,6,W,70,72,44.9,44.92,44.561,44.58,2,10,75098IODP,FORD,GCR,,198-1209A-5H-6-W 70/72-FORD,2918.844
170,198,1209,B,6,H,2,W,10,12,44.7,44.72,44.601,44.619,2,10,75098IODP,FORD,GCR,,198-1209B-6H-2-W 10/12-FORD,2920.604
171,198,1209,A,5,H,6,W,80,82,45.0,45.02,44.656,44.676,2,10,75098IODP,FORD,GCR,,198-1209A-5H-6-W 80/82-FORD,2923.484
172,198,1209,B,6,H,2,W,20,22,44.8,44.82,44.694,44.713,2,10,75098IODP,FORD,GCR,,198-1209B-6H-2-W 20/22-FORD,2925.536
173,198,1209,A,5,H,6,W,92,94,45.12,45.14,44.771,44.791,2,10,75098IODP,FORD,GCR,,198-1209A-5H-6-W 92/94-FORD,2929.755
174,198,1209,B,6,H,2,W,30,32,44.9,44.92,44.788,44.807,2,10,75098IODP,FORD,GCR,,198-1209B-6H-2-W 30/32-FORD,2930.6899999999996
175,198,1209,A,5,H,6,W,100,102,45.2,45.22,44.848,44.867,2,10,75098IODP,FORD,GCR,,198-1209A-5H-6-W 100/102-FORD,2934.18
176,198,1209,B,6,H,2,W,40,42,45.0,45.02,44.882,44.901,2,10,75098IODP,FORD,GCR,,198-1209B-6H-2-W 40/42-FORD,2935.997142857143
177,198,1209,A,5,H,6,W,110,112,45.3,45.32,44.944,44.963,2,10,75098IODP,FORD,GCR,,198-1209A-5H-6-W 110/112-FORD,2938.5657142857144
178,198,1209,B,6,H,2,W,50,52,45.1,45.12,44.976,44.994,2,10,75098IODP,FORD,GCR,,198-1209B-6H-2-W 50/52-FORD,2939.8914285714286
179,198,1209,A,5,H,6,W,120,122,45.4,45.42,45.04,45.059,2,10,75098IODP,FORD,GCR,,198-1209A-5H-6-W 120/122-FORD,2942.62
180,198,1209,B,6,H,2,W,62,64,45.22,45.24,45.088,45.107,2,10,75098IODP,FORD,GCR,,198-1209B-6H-2-W 62/64-FORD,2944.62
181,198,1209,A,5,H,6,W,132,134,45.52,45.54,45.155,45.174,2,10,75098IODP,FORD,GCR,,198-1209A-5H-6-W 132/134-FORD,2947.39
182,198,1209,B,6,H,2,W,70,72,45.3,45.32,45.163,45.182,2,10,75098IODP,FORD,GCR,,198-1209B-6H-2-W 70/72-FORD,2947.7259999999997
183,198,1209,A,5,H,6,W,140,142,45.6,45.62,45.231,45.25,2,10,75098IODP,FORD,GCR,,198-1209A-5H-6-W 140/142-FORD,2950.645
184,198,1209,B,6,H,2,W,80,82,45.4,45.42,45.257,45.276,2,10,75098IODP,FORD,GCR,,198-1209B-6H-2-W 80/82-FORD,2951.8149999999996
185,198,1209,B,6,H,2,W,92,94,45.52,45.54,45.369,45.388,2,10,75098IODP,FORD,GCR,,198-1209B-6H-2-W 92/94-FORD,2957.205
186,198,1209,B,6,H,2,W,100,102,45.6,45.62,45.444,45.463,2,10,75098IODP,FORD,GCR,,198-1209B-6H-2-W 100/102-FORD,2960.201818181818
187,198,1209,B,6,H,2,W,110,112,45.7,45.72,45.538,45.557,2,10,75098IODP,FORD,GCR,,198-1209B-6H-2-W 110/112-FORD,2963.7485714285713
188,198,1209,B,6,H,2,W,122,124,45.82,45.84,45.651,45.669,2,10,75098IODP,FORD,GCR,,198-1209B-6H-2-W 122/124-FORD,2968.01
189,198,1209,B,6,H,2,W,130,132,45.9,45.92,45.725,45.744,2,10,75098IODP,FORD,GCR,,198-1209B-6H-2-W 130/132-FORD,2970.8599999999997
190,198,1209,B,6,H,2,W,142,144,46.02,46.04,45.838,45.857,2,10,75098IODP,FORD,GCR,,198-1209B-6H-2-W 142/144-FORD,2975.804
