Age (ka),Site 927,Site 929,Site 925
4556.44,,,2.92
4556.48,2.83,,
4559.06,,,2.55
4560.05,2.72,,
4560.54,,2.54,
4562.44,,,2.64
4563.61,2.78,,
4566.19,,,2.79
4566.45,,2.86,
4567.05,2.96,,
4567.53,,,2.97
4568.96,,3.28,
4569.23,,,3.06
4569.52,3.11,,
4570.36,,,3.17
4571.34,,2.99,
4571.98,2.78,,
4572.06,,,2.87
4573.2,,,2.74
4573.72,,2.83,
4574.44,2.76,,
4574.9,,,2.87
4576.03,,,3.12
4576.1,,2.63,
4576.91,2.69,,
4577.73,,,2.18
4578.59,,2.33,
4579.8,2.79,,
4579.8,2.61,,
4581.2,,,2.78
4581.56,,2.67,
4582.62,,,2.97
4582.98,2.86,,
4584.52,,2.76,
4584.73,,,2.81
4586.15,,,3.11
4586.16,2.73,,
4587.74,,2.92,
4589.21,2.68,,
4589.57,,,2.99
4591.5,,,2.56
4591.57,,2.71,
4592.35,2.54,,
4594.74,,,2.92
4595.38,,2.52,
4595.65,2.6,,
4596.03,,,2.57
4597.97,,,2.6
4598.95,2.86,,
4599.19,,2.95,
4601.2,,,2.65
4601.48,,2.66,
4602.25,2.95,,
4603,,3.11,
4605.55,3.07,,
4605.73,,,3.32
4606.81,,2.84,
4607.67,,,2.98
4608.85,2.81,,
4609.01,,,2.85
4609.07,,3.13,
4611.04,,,3.08
4612.53,2.97,,
4612.86,,,3.09
4615.58,,,2.92
4616.93,2.82,,
4620.13,,,2.95
4620.37,,2.68,
4621.33,2.34,,
4624.68,,,2.77
4625.73,2.9,,
4626.5,,,2.71
4629.22,,,2.47
4630.13,2.77,,
4630.36,,2.83,
4631.04,,,3.03
4633.77,,,2.6
4634.48,2.85,,
4635.44,,,2.71
4637.9,,,2.62
4638.46,2.25,,
4639.66,,2.63,
4641.64,2.77,,
4642.01,,,2.57
4643.65,,,2.89
4644.67,2.63,,
4645.91,,,2.82
4646.44,,2.46,
4647.2,2.99,,
4649.27,,,2.82
4649.68,3.22,,
4650.62,,,2.86
4652.15,2.66,,
4652.63,,,3.01
4653.7,,3.05,
4654.31,,,3.13
4654.63,3.03,,
4655.99,,,2.61
4657.21,2.95,,
4657.21,2.63,,
4660.16,,,2.63
4660.74,2.76,,
4661.93,,,2.99
4664.28,2.81,,
4664.34,,2.86,
4664.6,,,2.69
4667.82,2.61,,
4670.82,,,2.95
4671.35,2.66,,
4673.49,,,2.56
4674.25,,2.58,
4674.89,2.69,,
4675.27,,,2.75
4677.93,,,2.25
4678.42,2.78,,
4679.71,,,2.88
4682.23,2.94,,
4682.38,,,2.54
4683.56,,2.67,
4684.21,,,2.64
4686.8,2.87,,
4686.94,,,2.68
4688.76,,,2.98
4691.36,2.71,,
4691.49,,,2.95
4692.15,,2.79,
4695.92,2.88,,
4696.05,,,2.7
4700.49,2.67,,
4700.6,,,2.84
4700.74,,2.8,
4701.33,,,2.86
4702.42,,,3.03
4704.59,2.91,,
4705.08,,,2.71
4705.14,,2.96,
4705.37,,,2.98
4708.62,2.63,,
4709.52,,,2.54
4709.7,,2.92,
4712.65,2.45,,
4713.67,,,2.37
4714.13,,,2.32
4714.26,,2.88,
4716.68,2.63,,
4718.83,,2.92,
4720.72,2.55,,
4721.97,,,2.83
4723.38,,2.52,
4724.75,2.84,,
4728.48,2.97,,
4729.12,,2.99,
4729.75,,,2.53
4731.17,,2.55,
4731.76,2.5,,
4733.21,,3.08,
4735.04,3.09,,
4735.25,,2.91,
4737.3,,3.01,
4738.32,2.76,,
4739.34,,2.52,
4741.38,,2.7,
4741.59,2.7,,
4743.43,,2.75,
4744.85,2.8,,
4745.47,,2.75,
4747.51,,2.83,
4748.12,2.76,,
4749.69,,2.7,
4750.88,,,2.48
4751.92,,3.04,
4754.15,,2.48,
4756.32,2.21,,
4756.38,,2.72,
4758.39,,,2.76
4758.61,,2.69,
4760.52,2.67,,
4760.7,,2.54,
4762.15,,,3.24
4762.68,,2.71,
4764.67,,2.73,
4766.65,,2.88,
4768.63,,2.38,
4768.99,2.57,,
4769.66,,,2.95
4769.83,,2.86,
4772.6,,3.16,
4773.15,2.79,,
4773.33,,,3.18
4774.74,,3.23,
4776.22,3.06,,
4777.12,,2.75,
4779.29,2.84,,
4779.49,,2.96,
4781.87,,2.82,
4782.36,2.91,,
4782.74,,,2.68
4784.24,,2.47,
4785.43,2.89,,
4785.89,,,2.75
4788.5,2.92,,
4788.99,,2.83,
4789.03,,,2.84
4791.37,,3.42,
4791.57,2.75,,
4792.17,,,2.86
4792.92,,3,
4794.48,,2.88,
4794.69,2.59,,
4796.04,,2.95,
4796.98,,2.64,
4797.6,,2.47,
4797.93,2.81,,
4799.16,,3.2,
4801.18,2.74,,
4801.35,,2.68,
4803.22,,3.19,
4803.84,,2.92,
4804.43,2.86,,
4805.4,,2.54,
4806.96,,2.74,
4807.67,2.97,,
4807.99,,,2.8
4809.46,,2.66,
4810.08,,2.62,
4810.92,2.34,,
4811.64,,2.54,
4813.2,,3.03,
4814.12,2.9,,
4815.68,,2.96,
4816.3,,3.18,
4816.9,3.03,,
4817.85,,2.85,
4819.69,2.83,,
4821.86,,2.93,
4822.48,,3.18,
4822.69,,,2.68
4824.95,,3.12,
4825.26,2.69,,
4828.04,2.71,,
4828.05,,2.7,
4828.66,,2.64,
4830.21,,2.41,
4830.83,2.69,,
4831.14,,2.98,
4833.3,,3.11,
4833.61,2.62,,
4834.84,,3.33,
4836.39,2.69,,
4837.93,,2.76,
4839.18,2.58,,
4841.33,,3.11,
4841.96,2.59,,
4844.75,3.01,,
4846.19,,,3.09
4847.53,3.01,,
4847.65,,,2.98
4847.68,,,2.93
4849.05,,,3.12
4849.76,3.19,,
4850.76,,,3.17
4851.68,3,,
4852.58,,,2.64
4853.01,2.68,,
4854.41,,,2.69
4856.23,,,2.85
4856.33,3.04,,
4858.05,,,2.69
4859.65,2.07,,
4859.87,,,2.72
4861.61,,,2.8
4862.97,2.81,,
4863.32,,,2.71
4865.03,,,2.74
4866.3,2.42,,
4866.74,,,2.68
4867.77,,,2.83
4869.62,2.52,,
4870.17,,,2.6
4871.88,,,2.59
4872.94,2.58,,
4873.59,,,2.77
4875.31,,,2.44
4876.26,2.84,,
4876.34,,,2.42
4878.73,,,2.67
4879.58,2.72,,
4880.45,,,2.58
4882.16,,,2.81
4883.12,2.81,,
4883.87,,,2.87
4885.58,,,2.94
4886.7,3.07,,
4887.3,,,3.03
4889.01,,,3.4
4890.29,3.3,,
4890.72,,,3.31
4892.44,,,3.36
4893.88,3.23,,
4894.15,,,3.27
4895.86,,,3.23
4897.46,3.04,,
4897.57,,,3.36
4899.52,,,3.13
4901.48,2.95,,
4901.54,,,2.83
4903.56,,,2.85
4905.58,2.75,,
4905.59,,,2.91
4907.61,,,2.8
4909.63,,,2.77
4909.68,2.39,,
4912.87,,,2.62
4913.67,,,2.72
4915.7,,,2.66
4917.72,,,2.74
4917.89,2.68,,
4918.93,,,2.58
4921.76,,,2.78
4922.12,2.72,,
4923,,,2.5
4925.05,,,2.9
4925.74,2.38,,
4925.92,,,2.74
4927.97,,,2.43
4929.09,2.71,,
4929.43,,,2.94
4930.31,,,2.64
4931.48,,,2.92
4932.45,2.98,,
4933.82,,,3.04
4935.28,,,2.95
4935.81,2.87,,
4936.74,,,3.07
4937.32,,,2.96
4939.16,2.86,,
4939.66,,,2.74
4940.54,,,2.68
4942.52,2.76,,
4942.58,,,2.64
4944.05,,,2.76
4945.51,,,2.09
4945.57,2.78,,
4946.38,,,2.83
4948.43,,,2.78
4948.57,2.71,,
4949.89,,,2.73
4951.35,,,2.87
4954.28,,,2.21
4954.56,2.58,,
4956.03,,,2.76
4957.2,,,2.66
4959.54,,,2.39
4962.79,,,2.54
4965.34,,,2.69
4967.89,,,2.5
4970.44,,,2.46
4972.48,,,2.56
4975.55,,,2.86
4978.23,,,2.59
4981.11,,,2.52
4983.98,,,2.45
4986.86,,,2.55
4989.74,,,2.57
4992.62,,,2.41
4998.09,,,2.98
5000.65,,,2.79
5003.21,,,2.5
5005.77,,,2.51
5008.33,,,2.46
5010.89,,,2.18
5012.94,,,2.83
5016.01,,,2.6
5018.57,,,2.37
5021.13,,,2.84
5023.7,,,2.81
5026.26,,,2.99
5029.13,,,2.92
5030.01,,,2.75
5032.08,,,2.6
5032.96,,,2.51
5035.03,,,3.14
5035.91,,,2.54
5037.97,,,2.81
5038.86,,,2.61
5040.92,,,2.61
5046.82,,,2.48
5049.77,,,2.82
5055.08,,,3
5055.96,,,2.47
5058.62,,,3.11
5061.17,,,2.58
5063.38,,,2.78
